Defaulter,Total,Protocol,TTL,Length,Date,Time,Comments
0,145,UDP,45,92,2022/01/20,12:27:40,NULL
0,146,UDP,128,86,2022/01/20,12:27:40,NULL
0,147,UDP,45,97,2022/01/20,12:27:40,NULL
0,148,UDP,128,1230,2022/01/20,12:27:40,NULL
0,149,TCP,128,40,2022/01/20,12:27:41,NULL
0,150,UDP,128,85,2022/01/20,12:27:41,NULL
0,151,UDP,45,100,2022/01/20,12:27:41,NULL
0,152,UDP,128,1230,2022/01/20,12:27:41,NULL
0,153,UDP,51,55,2022/01/20,12:27:41,NULL
0,154,UDP,51,139,2022/01/20,12:27:41,NULL
0,155,UDP,128,64,2022/01/20,12:27:41,NULL
0,156,UDP,128,87,2022/01/20,12:27:41,NULL
0,157,UDP,45,106,2022/01/20,12:27:41,NULL
0,158,UDP,128,1230,2022/01/20,12:27:41,NULL
0,159,UDP,128,84,2022/01/20,12:27:41,NULL
0,160,UDP,45,112,2022/01/20,12:27:41,NULL
0,161,UDP,128,1230,2022/01/20,12:27:41,NULL
0,162,UDP,128,82,2022/01/20,12:27:41,NULL
0,163,UDP,45,103,2022/01/20,12:27:41,NULL
0,164,UDP,128,86,2022/01/20,12:27:41,NULL
0,165,UDP,45,93,2022/01/20,12:27:41,NULL
0,166,UDP,128,1230,2022/01/20,12:27:41,NULL
0,167,TCP,45,240,2022/01/20,12:27:41,NULL
0,168,UDP,128,80,2022/01/20,12:27:41,NULL
0,169,UDP,45,104,2022/01/20,12:27:41,NULL
0,170,UDP,51,53,2022/01/20,12:27:41,NULL
0,171,UDP,128,74,2022/01/20,12:27:41,NULL
0,172,UDP,45,95,2022/01/20,12:27:41,NULL
0,173,UDP,128,79,2022/01/20,12:27:41,NULL
0,174,TCP,128,40,2022/01/20,12:27:41,NULL
0,175,UDP,128,114,2022/01/20,12:27:41,NULL
0,176,UDP,45,93,2022/01/20,12:27:41,NULL
0,177,UDP,128,79,2022/01/20,12:27:41,NULL
0,178,UDP,45,98,2022/01/20,12:27:42,NULL
0,179,UDP,128,81,2022/01/20,12:27:42,NULL
0,180,UDP,45,96,2022/01/20,12:27:42,NULL
0,181,UDP,128,77,2022/01/20,12:27:42,NULL
0,182,UDP,45,91,2022/01/20,12:27:42,NULL
0,183,UDP,128,76,2022/01/20,12:27:42,NULL
0,184,UDP,45,95,2022/01/20,12:27:42,NULL
0,185,UDP,128,75,2022/01/20,12:27:42,NULL
0,186,UDP,45,90,2022/01/20,12:27:42,NULL
0,187,UDP,45,150,2022/01/20,12:27:42,NULL
0,188,UDP,128,79,2022/01/20,12:27:42,NULL
0,189,UDP,45,88,2022/01/20,12:27:42,NULL
0,190,UDP,45,87,2022/01/20,12:27:42,NULL
0,191,UDP,128,76,2022/01/20,12:27:42,NULL
0,192,UDP,45,87,2022/01/20,12:27:42,NULL
0,193,UDP,128,74,2022/01/20,12:27:42,NULL
0,194,UDP,128,98,2022/01/20,12:27:42,NULL
0,195,UDP,128,74,2022/01/20,12:27:42,NULL
0,196,UDP,45,87,2022/01/20,12:27:42,NULL
0,197,UDP,128,79,2022/01/20,12:27:42,NULL
0,198,UDP,45,81,2022/01/20,12:27:42,NULL
0,199,UDP,128,79,2022/01/20,12:27:42,NULL
0,200,UDP,45,76,2022/01/20,12:27:42,NULL
0,201,UDP,45,80,2022/01/20,12:27:42,NULL
0,202,UDP,128,76,2022/01/20,12:27:42,NULL
0,203,UDP,128,77,2022/01/20,12:27:42,NULL
0,204,UDP,45,82,2022/01/20,12:27:42,NULL
0,205,UDP,128,73,2022/01/20,12:27:42,NULL
0,206,UDP,45,81,2022/01/20,12:27:43,NULL
0,207,UDP,128,79,2022/01/20,12:27:43,NULL
0,208,UDP,45,78,2022/01/20,12:27:43,NULL
0,209,UDP,45,84,2022/01/20,12:27:43,NULL
0,210,UDP,128,94,2022/01/20,12:27:43,NULL
0,211,UDP,128,81,2022/01/20,12:27:43,NULL
0,212,UDP,45,76,2022/01/20,12:27:43,NULL
0,213,UDP,128,79,2022/01/20,12:27:43,NULL
0,214,UDP,45,76,2022/01/20,12:27:43,NULL
0,215,UDP,128,80,2022/01/20,12:27:43,NULL
0,216,UDP,45,79,2022/01/20,12:27:43,NULL
0,217,UDP,45,81,2022/01/20,12:27:43,NULL
0,218,UDP,128,78,2022/01/20,12:27:43,NULL
0,219,UDP,45,184,2022/01/20,12:27:43,NULL
0,220,UDP,128,74,2022/01/20,12:27:43,NULL
0,221,UDP,128,92,2022/01/20,12:27:43,NULL
0,222,UDP,128,77,2022/01/20,12:27:43,NULL
0,223,UDP,45,78,2022/01/20,12:27:43,NULL
0,224,UDP,128,128,2022/01/20,12:27:43,NULL
0,225,UDP,128,82,2022/01/20,12:27:43,NULL
0,226,UDP,45,79,2022/01/20,12:27:43,NULL
0,227,UDP,45,154,2022/01/20,12:27:43,NULL
0,228,UDP,45,79,2022/01/20,12:27:43,NULL
0,229,UDP,128,82,2022/01/20,12:27:43,NULL
0,230,UDP,128,85,2022/01/20,12:27:43,NULL
0,231,UDP,45,80,2022/01/20,12:27:43,NULL
0,232,UDP,128,86,2022/01/20,12:27:43,NULL
0,233,UDP,45,69,2022/01/20,12:27:43,NULL
0,234,UDP,128,81,2022/01/20,12:27:43,NULL
0,235,UDP,45,82,2022/01/20,12:27:44,NULL
0,236,UDP,128,89,2022/01/20,12:27:44,NULL
0,237,UDP,45,105,2022/01/20,12:27:44,NULL
0,238,UDP,45,97,2022/01/20,12:27:44,NULL
0,239,UDP,128,83,2022/01/20,12:27:44,NULL
0,240,UDP,128,83,2022/01/20,12:27:44,NULL
0,241,UDP,45,101,2022/01/20,12:27:44,NULL
0,242,UDP,128,81,2022/01/20,12:27:44,NULL
0,243,UDP,45,92,2022/01/20,12:27:44,NULL
0,244,UDP,128,87,2022/01/20,12:27:44,NULL
0,245,UDP,45,87,2022/01/20,12:27:44,NULL
0,246,UDP,45,150,2022/01/20,12:27:44,NULL
0,247,UDP,128,114,2022/01/20,12:27:44,NULL
0,248,UDP,128,82,2022/01/20,12:27:44,NULL
0,249,UDP,45,80,2022/01/20,12:27:44,NULL
0,250,UDP,45,108,2022/01/20,12:27:44,NULL
0,251,UDP,128,83,2022/01/20,12:27:44,NULL
0,252,UDP,45,79,2022/01/20,12:27:44,NULL
0,253,UDP,45,79,2022/01/20,12:27:44,NULL
0,254,UDP,128,82,2022/01/20,12:27:44,NULL
0,255,UDP,128,80,2022/01/20,12:27:44,NULL
0,256,UDP,45,98,2022/01/20,12:27:44,NULL
0,257,UDP,128,83,2022/01/20,12:27:44,NULL
0,258,UDP,45,104,2022/01/20,12:27:44,NULL
0,259,UDP,128,1224,2022/01/20,12:27:44,NULL
0,260,UDP,128,79,2022/01/20,12:27:44,NULL
0,261,UDP,45,98,2022/01/20,12:27:44,NULL
0,262,UDP,128,82,2022/01/20,12:27:44,NULL
0,263,UDP,45,103,2022/01/20,12:27:44,NULL
0,264,UDP,128,1224,2022/01/20,12:27:45,NULL
0,265,UDP,128,77,2022/01/20,12:27:45,NULL
0,266,UDP,128,1224,2022/01/20,12:27:45,NULL
0,267,UDP,45,99,2022/01/20,12:27:45,NULL
0,268,UDP,128,78,2022/01/20,12:27:45,NULL
0,269,UDP,45,95,2022/01/20,12:27:45,NULL
0,270,UDP,128,1224,2022/01/20,12:27:45,NULL
0,271,UDP,128,71,2022/01/20,12:27:45,NULL
0,272,UDP,45,94,2022/01/20,12:27:45,NULL
0,273,UDP,45,98,2022/01/20,12:27:45,NULL
0,274,UDP,128,1224,2022/01/20,12:27:45,NULL
0,275,UDP,128,79,2022/01/20,12:27:45,NULL
0,276,UDP,128,81,2022/01/20,12:27:45,NULL
0,277,UDP,128,50,2022/01/20,12:27:45,NULL
0,278,UDP,45,105,2022/01/20,12:27:45,NULL
0,279,UDP,128,1224,2022/01/20,12:27:45,NULL
0,280,UDP,128,81,2022/01/20,12:27:45,NULL
0,281,UDP,45,104,2022/01/20,12:27:45,NULL
0,282,UDP,128,1224,2022/01/20,12:27:45,NULL
0,283,UDP,128,85,2022/01/20,12:27:45,NULL
0,284,UDP,45,100,2022/01/20,12:27:45,NULL
0,285,UDP,128,1224,2022/01/20,12:27:45,NULL
0,286,UDP,128,84,2022/01/20,12:27:45,NULL
0,287,UDP,45,97,2022/01/20,12:27:45,NULL
0,288,UDP,128,1224,2022/01/20,12:27:45,NULL
0,289,UDP,128,80,2022/01/20,12:27:45,NULL
0,290,UDP,45,75,2022/01/20,12:27:45,NULL
0,291,UDP,128,83,2022/01/20,12:27:45,NULL
0,292,UDP,45,81,2022/01/20,12:27:45,NULL
0,293,UDP,128,1224,2022/01/20,12:27:46,NULL
0,294,UDP,128,80,2022/01/20,12:27:46,NULL
0,295,UDP,45,76,2022/01/20,12:27:46,NULL
0,296,UDP,128,1224,2022/01/20,12:27:46,NULL
0,297,UDP,128,76,2022/01/20,12:27:46,NULL
0,298,UDP,45,77,2022/01/20,12:27:46,NULL
0,299,TCP,45,215,2022/01/20,12:27:46,NULL
0,300,UDP,128,1224,2022/01/20,12:27:46,NULL
0,301,UDP,45,80,2022/01/20,12:27:46,NULL
0,302,UDP,128,79,2022/01/20,12:27:46,NULL
0,303,UDP,128,1224,2022/01/20,12:27:46,NULL
0,304,UDP,128,76,2022/01/20,12:27:46,NULL
0,305,UDP,45,90,2022/01/20,12:27:46,NULL
0,306,UDP,45,93,2022/01/20,12:27:46,NULL
0,307,UDP,128,75,2022/01/20,12:27:46,NULL
0,308,UDP,128,1224,2022/01/20,12:27:46,NULL
0,309,TCP,128,40,2022/01/20,12:27:46,NULL
0,310,UDP,45,97,2022/01/20,12:27:46,NULL
0,311,UDP,128,74,2022/01/20,12:27:46,NULL
0,312,UDP,128,1224,2022/01/20,12:27:46,NULL
0,313,UDP,128,78,2022/01/20,12:27:46,NULL
0,314,UDP,45,100,2022/01/20,12:27:46,NULL
0,315,UDP,128,1224,2022/01/20,12:27:46,NULL
0,316,UDP,45,104,2022/01/20,12:27:46,NULL
0,317,UDP,128,77,2022/01/20,12:27:46,NULL
0,318,UDP,128,1224,2022/01/20,12:27:46,NULL
0,319,UDP,128,76,2022/01/20,12:27:46,NULL
0,320,UDP,45,101,2022/01/20,12:27:46,NULL
0,321,UDP,45,98,2022/01/20,12:27:46,NULL
0,322,UDP,128,82,2022/01/20,12:27:47,NULL
0,323,UDP,128,1224,2022/01/20,12:27:47,NULL
0,324,UDP,128,75,2022/01/20,12:27:47,NULL
0,325,UDP,45,100,2022/01/20,12:27:47,NULL
0,326,UDP,128,79,2022/01/20,12:27:47,NULL
0,327,UDP,45,102,2022/01/20,12:27:47,NULL
0,328,UDP,45,150,2022/01/20,12:27:47,NULL
0,329,UDP,128,80,2022/01/20,12:27:47,NULL
0,330,UDP,45,107,2022/01/20,12:27:47,NULL
0,331,UDP,128,80,2022/01/20,12:27:47,NULL
0,332,UDP,45,95,2022/01/20,12:27:47,NULL
0,333,UDP,45,90,2022/01/20,12:27:47,NULL
0,334,UDP,128,76,2022/01/20,12:27:47,NULL
0,335,UDP,128,85,2022/01/20,12:27:47,NULL
0,336,UDP,45,96,2022/01/20,12:27:47,NULL
0,337,UDP,128,80,2022/01/20,12:27:47,NULL
0,338,UDP,45,93,2022/01/20,12:27:47,NULL
0,339,UDP,128,85,2022/01/20,12:27:47,NULL
0,340,UDP,45,92,2022/01/20,12:27:47,NULL
0,341,UDP,128,82,2022/01/20,12:27:47,NULL
0,342,UDP,45,94,2022/01/20,12:27:47,NULL
0,343,UDP,45,91,2022/01/20,12:27:47,NULL
0,344,UDP,128,78,2022/01/20,12:27:47,NULL
0,345,UDP,128,80,2022/01/20,12:27:47,NULL
0,346,UDP,45,96,2022/01/20,12:27:47,NULL
0,347,UDP,128,78,2022/01/20,12:27:47,NULL
0,348,UDP,45,95,2022/01/20,12:27:47,NULL
0,349,UDP,128,77,2022/01/20,12:27:47,NULL
0,350,UDP,45,103,2022/01/20,12:27:47,NULL
0,351,UDP,45,184,2022/01/20,12:27:48,NULL
0,352,UDP,128,92,2022/01/20,12:27:48,NULL
0,353,UDP,128,69,2022/01/20,12:27:48,NULL
0,354,UDP,45,97,2022/01/20,12:27:48,NULL
0,355,UDP,128,114,2022/01/20,12:27:48,NULL
0,356,UDP,128,80,2022/01/20,12:27:48,NULL
0,357,UDP,45,92,2022/01/20,12:27:48,NULL
0,358,UDP,45,154,2022/01/20,12:27:48,NULL
0,359,UDP,128,77,2022/01/20,12:27:48,NULL
0,360,UDP,45,95,2022/01/20,12:27:48,NULL
0,361,UDP,128,73,2022/01/20,12:27:48,NULL
0,362,UDP,45,95,2022/01/20,12:27:48,NULL
0,363,UDP,128,79,2022/01/20,12:27:48,NULL
0,364,UDP,45,94,2022/01/20,12:27:48,NULL
0,365,UDP,128,80,2022/01/20,12:27:48,NULL
0,366,UDP,45,86,2022/01/20,12:27:48,NULL
0,367,UDP,128,50,2022/01/20,12:27:48,NULL
0,368,UDP,128,82,2022/01/20,12:27:48,NULL
0,369,UDP,45,88,2022/01/20,12:27:48,NULL
0,370,UDP,128,76,2022/01/20,12:27:48,NULL
0,371,UDP,45,87,2022/01/20,12:27:48,NULL
0,372,UDP,128,78,2022/01/20,12:27:48,NULL
0,373,UDP,45,86,2022/01/20,12:27:48,NULL
0,374,UDP,45,90,2022/01/20,12:27:48,NULL
0,375,UDP,128,80,2022/01/20,12:27:48,NULL
0,376,UDP,45,93,2022/01/20,12:27:48,NULL
0,377,UDP,128,81,2022/01/20,12:27:48,NULL
0,378,UDP,45,90,2022/01/20,12:27:48,NULL
0,379,UDP,128,84,2022/01/20,12:27:49,NULL
0,380,UDP,128,77,2022/01/20,12:27:49,NULL
0,381,UDP,45,97,2022/01/20,12:27:49,NULL
0,382,UDP,128,80,2022/01/20,12:27:49,NULL
0,383,UDP,45,89,2022/01/20,12:27:49,NULL
0,384,UDP,128,83,2022/01/20,12:27:49,NULL
0,385,UDP,45,91,2022/01/20,12:27:49,NULL
0,386,UDP,128,75,2022/01/20,12:27:49,NULL
0,387,UDP,45,85,2022/01/20,12:27:49,NULL
0,388,UDP,128,1109,2022/01/20,12:27:49,NULL
0,389,UDP,128,76,2022/01/20,12:27:49,NULL
0,390,UDP,45,90,2022/01/20,12:27:49,NULL
0,391,UDP,45,86,2022/01/20,12:27:49,NULL
0,392,UDP,128,77,2022/01/20,12:27:49,NULL
0,393,UDP,128,1109,2022/01/20,12:27:49,NULL
0,394,UDP,128,79,2022/01/20,12:27:49,NULL
0,395,UDP,45,89,2022/01/20,12:27:49,NULL
0,396,UDP,128,1109,2022/01/20,12:27:49,NULL
0,397,UDP,128,140,2022/01/20,12:27:49,NULL
0,398,UDP,128,81,2022/01/20,12:27:49,NULL
0,399,UDP,128,1109,2022/01/20,12:27:49,NULL
0,400,UDP,45,88,2022/01/20,12:27:49,NULL
0,401,UDP,128,79,2022/01/20,12:27:49,NULL
0,402,UDP,45,95,2022/01/20,12:27:49,NULL
0,403,UDP,128,1109,2022/01/20,12:27:49,NULL
0,404,UDP,45,97,2022/01/20,12:27:50,NULL
0,405,UDP,128,82,2022/01/20,12:27:50,NULL
0,406,UDP,128,1109,2022/01/20,12:27:50,NULL
0,407,UDP,128,79,2022/01/20,12:27:50,NULL
0,408,UDP,45,94,2022/01/20,12:27:50,NULL
0,409,UDP,128,1109,2022/01/20,12:27:50,NULL
0,410,UDP,128,76,2022/01/20,12:27:50,NULL
0,411,UDP,45,93,2022/01/20,12:27:50,NULL
0,412,UDP,45,150,2022/01/20,12:27:50,NULL
0,413,UDP,4,165,2022/01/20,12:27:50,NULL
0,414,UDP,128,1110,2022/01/20,12:27:50,NULL
0,415,UDP,128,80,2022/01/20,12:27:50,NULL
0,416,UDP,45,83,2022/01/20,12:27:50,NULL
0,417,UDP,128,78,2022/01/20,12:27:50,NULL
0,418,UDP,45,87,2022/01/20,12:27:50,NULL
0,419,UDP,128,76,2022/01/20,12:27:50,NULL
0,420,UDP,45,94,2022/01/20,12:27:50,NULL
0,421,UDP,45,85,2022/01/20,12:27:50,NULL
0,422,UDP,128,77,2022/01/20,12:27:50,NULL
0,423,UDP,128,79,2022/01/20,12:27:50,NULL
0,424,UDP,45,87,2022/01/20,12:27:50,NULL
0,425,UDP,128,76,2022/01/20,12:27:50,NULL
0,426,UDP,45,88,2022/01/20,12:27:50,NULL
0,427,UDP,45,92,2022/01/20,12:27:50,NULL
0,428,UDP,128,78,2022/01/20,12:27:50,NULL
0,429,UDP,45,88,2022/01/20,12:27:50,NULL
0,430,UDP,128,79,2022/01/20,12:27:50,NULL
0,431,UDP,45,87,2022/01/20,12:27:50,NULL
0,432,UDP,128,79,2022/01/20,12:27:51,NULL
0,433,UDP,45,87,2022/01/20,12:27:51,NULL
0,434,UDP,128,78,2022/01/20,12:27:51,NULL
0,435,UDP,45,97,2022/01/20,12:27:51,NULL
0,436,UDP,128,80,2022/01/20,12:27:51,NULL
0,437,UDP,45,87,2022/01/20,12:27:51,NULL
0,438,UDP,128,76,2022/01/20,12:27:51,NULL
0,439,UDP,45,96,2022/01/20,12:27:51,NULL
0,440,UDP,128,81,2022/01/20,12:27:51,NULL
0,441,UDP,45,87,2022/01/20,12:27:51,NULL
0,442,UDP,128,75,2022/01/20,12:27:51,NULL
0,443,UDP,45,85,2022/01/20,12:27:51,NULL
0,444,UDP,128,82,2022/01/20,12:27:51,NULL
0,445,UDP,45,88,2022/01/20,12:27:51,NULL
0,446,UDP,128,79,2022/01/20,12:27:51,NULL
0,447,UDP,45,91,2022/01/20,12:27:51,NULL
0,448,UDP,128,48,2022/01/20,12:27:51,NULL
0,449,UDP,128,79,2022/01/20,12:27:51,NULL
0,450,UDP,45,92,2022/01/20,12:27:51,NULL
0,451,UDP,128,78,2022/01/20,12:27:51,NULL
0,452,UDP,45,91,2022/01/20,12:27:51,NULL
0,453,UDP,45,90,2022/01/20,12:27:51,NULL
0,454,UDP,128,82,2022/01/20,12:27:51,NULL
0,455,UDP,128,79,2022/01/20,12:27:51,NULL
0,456,UDP,45,83,2022/01/20,12:27:51,NULL
0,457,UDP,128,80,2022/01/20,12:27:51,NULL
0,458,UDP,45,88,2022/01/20,12:27:51,NULL
0,459,UDP,128,76,2022/01/20,12:27:51,NULL
0,460,UDP,45,88,2022/01/20,12:27:52,NULL
0,461,UDP,128,81,2022/01/20,12:27:52,NULL
0,462,UDP,45,84,2022/01/20,12:27:52,NULL
0,463,UDP,128,1183,2022/01/20,12:27:52,NULL
0,464,UDP,45,87,2022/01/20,12:27:52,NULL
0,465,UDP,128,76,2022/01/20,12:27:52,NULL
0,466,UDP,128,1183,2022/01/20,12:27:52,NULL
0,467,UDP,128,79,2022/01/20,12:27:52,NULL
0,468,UDP,45,89,2022/01/20,12:27:52,NULL
0,469,UDP,128,61,2022/01/20,12:27:52,NULL
0,470,UDP,128,1183,2022/01/20,12:27:52,NULL
0,471,UDP,128,73,2022/01/20,12:27:52,NULL
0,472,UDP,45,88,2022/01/20,12:27:52,NULL
0,473,UDP,42,136,2022/01/20,12:27:52,NULL
0,474,UDP,128,77,2022/01/20,12:27:52,NULL
0,475,UDP,45,87,2022/01/20,12:27:52,NULL
0,476,UDP,128,1183,2022/01/20,12:27:52,NULL
0,477,UDP,45,184,2022/01/20,12:27:52,NULL
0,478,UDP,128,92,2022/01/20,12:27:52,NULL
