Defaulter,Total,Protocol,TTL,Length,Date,Time,Comments
,,,,,,,
639,8801,UDP,128,689,15-01-2022,12:26:09,[IP]
,,,,,,,
639,8802,UDP,50,55,15-01-2022,12:26:09,[IP]
,,,,,,,
639,8803,TCP,232,867,15-01-2022,12:26:09,[IP]
,,,,,,,
639,8804,TCP,128,40,15-01-2022,12:26:09,[IP]
,,,,,,,
639,8805,TCP,232,78,15-01-2022,12:26:09,[IP]
,,,,,,,
639,8806,TCP,128,40,15-01-2022,12:26:09,[IP]
,,,,,,,
639,8807,UDP,50,53,15-01-2022,12:26:09,[IP]
,,,,,,,
639,8808,UDP,128,61,15-01-2022,12:26:09,[IP]
,,,,,,,
639,8809,UDP,50,547,15-01-2022,12:26:09,[IP]
,,,,,,,
639,8810,UDP,128,63,15-01-2022,12:26:09,[IP]
,,,,,,,
639,8811,UDP,50,264,15-01-2022,12:26:09,[IP]
,,,,,,,
639,8812,TCP,104,1410,15-01-2022,12:26:09,[IP]
,,,,,,,
639,8813,TCP,104,1410,15-01-2022,12:26:09,[IP]
,,,,,,,
639,8814,TCP,104,1410,15-01-2022,12:26:09,[IP]
,,,,,,,
639,8815,TCP,128,40,15-01-2022,12:26:09,[IP]
,,,,,,,
639,8816,TCP,104,1410,15-01-2022,12:26:09,[IP]
,,,,,,,
639,8817,TCP,128,40,15-01-2022,12:26:09,[IP]
,,,,,,,
639,8818,TCP,104,1410,15-01-2022,12:26:09,[IP]
,,,,,,,
639,8819,TCP,104,1410,15-01-2022,12:26:09,[IP]
,,,,,,,
639,8820,TCP,104,1410,15-01-2022,12:26:09,[IP]
,,,,,,,
639,8821,TCP,104,1410,15-01-2022,12:26:09,[IP]
,,,,,,,
639,8822,TCP,104,1410,15-01-2022,12:26:09,[IP]
,,,,,,,
639,8823,TCP,104,1410,15-01-2022,12:26:09,[IP]
,,,,,,,
639,8824,TCP,128,40,15-01-2022,12:26:09,[IP]
,,,,,,,
639,8825,TCP,104,1410,15-01-2022,12:26:10,[IP]
,,,,,,,
639,8826,TCP,104,1410,15-01-2022,12:26:10,[IP]
,,,,,,,
639,8827,TCP,104,906,15-01-2022,12:26:10,[IP]
,,,,,,,
639,8828,TCP,128,40,15-01-2022,12:26:10,[IP]
,,,,,,,
639,8829,TCP,128,71,15-01-2022,12:26:10,[IP]
,,,,,,,
639,8830,TCP,128,40,15-01-2022,12:26:10,[IP]
,,,,,,,
639,8831,UDP,128,61,15-01-2022,12:26:10,[IP]
,,,,,,,
639,8832,UDP,50,53,15-01-2022,12:26:10,[IP]
,,,,,,,
639,8833,TCP,104,40,15-01-2022,12:26:10,[IP]
,,,,,,,
639,8834,TCP,232,707,15-01-2022,12:26:10,[IP]
,,,,,,,
639,8835,TCP,128,40,15-01-2022,12:26:10,[IP]
,,,,,,,
639,8836,UDP,128,77,15-01-2022,12:26:10,[IP]
,,,,,,,
639,8837,UDP,64,198,15-01-2022,12:26:10,[IP]
,,,,,,,
639,8838,TCP,128,52,15-01-2022,12:26:10,[IP]
,,,,,,,
639,8839,UDP,50,225,15-01-2022,12:26:10,[IP]
,,,,,,,
639,8840,UDP,128,61,15-01-2022,12:26:10,[IP]
,,,,,,,
639,8841,TCP,100,52,15-01-2022,12:26:10,[IP]
,,,,,,,
639,8842,TCP,128,40,15-01-2022,12:26:10,[IP]
,,,,,,,
639,8843,TCP,128,256,15-01-2022,12:26:10,[IP]
,,,,,,,
639,8844,UDP,128,61,15-01-2022,12:26:10,[IP]
,,,,,,,
639,8845,UDP,50,53,15-01-2022,12:26:10,[IP]
,,,,,,,
639,8846,TCP,100,1410,15-01-2022,12:26:10,[IP]
,,,,,,,
639,8847,TCP,128,40,15-01-2022,12:26:10,[IP]
,,,,,,,
639,8848,TCP,100,1410,15-01-2022,12:26:10,[IP]
,,,,,,,
639,8849,UDP,128,61,15-01-2022,12:26:10,[IP]
,,,,,,,
639,8850,UDP,50,53,15-01-2022,12:26:10,[IP]
,,,,,,,
640,8851,TCP,25,40,15-01-2022,12:26:10,[IP]
,,,,,,,
641,8852,TCP,128,40,15-01-2022,12:26:11,[IP]
,,,,,,,
642,8853,TCP,128,41,15-01-2022,12:26:11,[IP]
,,,,,,,
643,8854,TCP,24,52,15-01-2022,12:26:11,[IP]
,,,,,,,
643,8855,UDP,50,225,15-01-2022,12:26:11,[IP]
,,,,,,,
643,8856,UDP,50,53,15-01-2022,12:26:11,[IP]
,,,,,,,
643,8857,UDP,128,62,15-01-2022,12:26:11,[IP]
,,,,,,,
643,8858,UDP,128,61,15-01-2022,12:26:11,[IP]
,,,,,,,
643,8859,UDP,128,313,15-01-2022,12:26:11,[IP]
,,,,,,,
643,8860,UDP,128,62,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8861,UDP,64,78,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8862,UDP,51,57,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8863,UDP,128,61,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8864,UDP,128,61,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8865,UDP,50,112,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8866,UDP,128,61,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8867,UDP,128,61,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8868,UDP,51,122,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8869,UDP,128,63,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8870,UDP,51,53,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8871,UDP,128,431,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8872,UDP,128,61,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8873,UDP,51,53,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8874,UDP,50,56,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8875,UDP,128,61,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8876,UDP,128,61,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8877,UDP,50,113,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8878,UDP,128,64,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8879,UDP,50,53,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8880,UDP,50,53,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8881,UDP,128,61,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8882,TCP,128,40,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8883,UDP,50,53,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8884,TCP,48,40,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8885,TCP,128,40,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8886,UDP,128,61,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8887,UDP,50,53,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8888,TCP,233,86,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8889,TCP,128,40,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8890,TCP,233,71,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8891,TCP,233,40,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8892,TCP,128,40,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8893,TCP,128,40,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8894,TCP,233,40,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8895,UDP,128,61,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8896,UDP,50,53,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8897,UDP,128,61,15-01-2022,12:26:12,[IP]
,,,,,,,
643,8898,UDP,50,53,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8899,UDP,128,61,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8900,UDP,50,53,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8901,UDP,128,61,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8902,UDP,50,53,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8903,UDP,128,1278,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8904,UDP,128,103,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8905,UDP,128,531,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8906,UDP,128,61,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8907,UDP,128,69,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8908,UDP,128,71,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8909,UDP,128,261,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8910,UDP,50,53,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8911,UDP,51,1278,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8912,UDP,52,650,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8913,UDP,52,54,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8914,UDP,51,1278,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8915,UDP,128,140,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8916,UDP,52,55,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8917,UDP,52,56,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8918,UDP,52,55,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8919,UDP,128,61,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8920,UDP,128,61,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8921,UDP,128,61,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8922,UDP,128,63,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8923,UDP,128,258,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8924,UDP,52,132,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8925,UDP,128,61,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8926,UDP,52,1077,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8927,UDP,52,119,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8928,UDP,128,61,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8929,UDP,52,53,15-01-2022,12:26:13,[IP]
,,,,,,,
643,8930,UDP,52,53,15-01-2022,12:26:14,[IP]
,,,,,,,
643,8931,UDP,52,53,15-01-2022,12:26:14,[IP]
,,,,,,,
643,8932,UDP,128,61,15-01-2022,12:26:14,[IP]
,,,,,,,
643,8933,UDP,52,585,15-01-2022,12:26:14,[IP]
,,,,,,,
643,8934,UDP,52,194,15-01-2022,12:26:14,[IP]
,,,,,,,
643,8935,UDP,128,63,15-01-2022,12:26:14,[IP]
,,,,,,,
643,8936,UDP,128,61,15-01-2022,12:26:14,[IP]
,,,,,,,
643,8937,UDP,128,60,15-01-2022,12:26:14,[IP]
,,,,,,,
643,8938,UDP,128,1278,15-01-2022,12:26:14,[IP]
,,,,,,,
643,8939,UDP,128,107,15-01-2022,12:26:14,[IP]
,,,,,,,
643,8940,UDP,52,53,15-01-2022,12:26:14,[IP]
,,,,,,,
644,8941,TCP,128,40,15-01-2022,12:26:14,[IP]
,,,,,,,
644,8942,TCP,128,40,15-01-2022,12:26:14,[IP]
,,,,,,,
644,8943,TCP,128,40,15-01-2022,12:26:14,[IP]
,,,,,,,
644,8944,TCP,128,40,15-01-2022,12:26:14,[IP]
,,,,,,,
644,8945,UDP,128,60,15-01-2022,12:26:14,[IP]
,,,,,,,
644,8946,TCP,238,40,15-01-2022,12:26:14,[IP]
,,,,,,,
644,8947,TCP,128,40,15-01-2022,12:26:14,[IP]
,,,,,,,
644,8948,UDP,50,1278,15-01-2022,12:26:14,[IP]
,,,,,,,
644,8949,UDP,64,124,15-01-2022,12:26:14,[IP]
,,,,,,,
644,8950,TCP,128,52,15-01-2022,12:26:14,[IP]
,,,,,,,
644,8951,TCP,128,52,15-01-2022,12:26:14,[IP]
,,,,,,,
644,8952,UDP,50,1278,15-01-2022,12:26:14,[IP]
,,,,,,,
644,8953,UDP,50,650,15-01-2022,12:26:14,[IP]
,,,,,,,
644,8954,UDP,128,107,15-01-2022,12:26:14,[IP]
,,,,,,,
644,8955,UDP,128,61,15-01-2022,12:26:14,[IP]
,,,,,,,
644,8956,UDP,128,849,15-01-2022,12:26:14,[IP]
,,,,,,,
644,8957,UDP,50,54,15-01-2022,12:26:14,[IP]
,,,,,,,
644,8958,TCP,51,52,15-01-2022,12:26:14,[IP]
,,,,,,,
644,8959,TCP,128,40,15-01-2022,12:26:15,[IP]
,,,,,,,
644,8960,TCP,128,557,15-01-2022,12:26:15,[IP]
,,,,,,,
644,8961,UDP,50,132,15-01-2022,12:26:15,[IP]
,,,,,,,
644,8962,UDP,50,53,15-01-2022,12:26:15,[IP]
,,,,,,,
644,8963,UDP,50,53,15-01-2022,12:26:15,[IP]
,,,,,,,
644,8964,UDP,128,62,15-01-2022,12:26:15,[IP]
,,,,,,,
644,8965,TCP,52,52,15-01-2022,12:26:15,[IP]
,,,,,,,
644,8966,TCP,128,40,15-01-2022,12:26:15,[IP]
,,,,,,,
644,8967,TCP,128,557,15-01-2022,12:26:15,[IP]
,,,,,,,
644,8968,UDP,128,61,15-01-2022,12:26:15,[IP]
,,,,,,,
644,8969,TCP,228,40,15-01-2022,12:26:15,[IP]
,,,,,,,
644,8970,TCP,228,40,15-01-2022,12:26:15,[IP]
,,,,,,,
644,8971,TCP,128,40,15-01-2022,12:26:15,[IP]
,,,,,,,
644,8972,TCP,51,40,15-01-2022,12:26:15,[IP]
,,,,,,,
644,8973,TCP,51,1410,15-01-2022,12:26:15,[IP]
,,,,,,,
644,8974,TCP,51,1410,15-01-2022,12:26:15,[IP]
,,,,,,,
644,8975,TCP,128,40,15-01-2022,12:26:15,[IP]
,,,,,,,
644,8976,TCP,51,535,15-01-2022,12:26:15,[IP]
,,,,,,,
644,8977,TCP,52,40,15-01-2022,12:26:15,[IP]
,,,,,,,
644,8978,TCP,52,1410,15-01-2022,12:26:15,[IP]
,,,,,,,
644,8979,TCP,52,1410,15-01-2022,12:26:15,[IP]
,,,,,,,
644,8980,TCP,52,535,15-01-2022,12:26:15,[IP]
,,,,,,,
644,8981,TCP,226,40,15-01-2022,12:26:15,[IP]
,,,,,,,
644,8982,TCP,226,40,15-01-2022,12:26:15,[IP]
,,,,,,,
645,8983,TCP,25,40,15-01-2022,12:26:15,[IP]
,,,,,,,
645,8984,TCP,128,40,15-01-2022,12:26:16,[IP]
,,,,,,,
645,8985,TCP,128,40,15-01-2022,12:26:16,[IP]
,,,,,,,
645,8986,UDP,50,323,15-01-2022,12:26:16,[IP]
,,,,,,,
645,8987,UDP,50,53,15-01-2022,12:26:16,[IP]
,,,,,,,
645,8988,UDP,128,63,15-01-2022,12:26:16,[IP]
,,,,,,,
645,8989,TCP,128,166,15-01-2022,12:26:16,[IP]
,,,,,,,
645,8990,TCP,128,166,15-01-2022,12:26:16,[IP]
,,,,,,,
645,8991,TCP,128,729,15-01-2022,12:26:16,[IP]
,,,,,,,
645,8992,UDP,128,61,15-01-2022,12:26:16,[IP]
,,,,,,,
645,8993,UDP,50,53,15-01-2022,12:26:16,[IP]
,,,,,,,
645,8994,UDP,50,53,15-01-2022,12:26:16,[IP]
,,,,,,,
645,8995,TCP,51,40,15-01-2022,12:26:16,[IP]
,,,,,,,
645,8996,TCP,51,91,15-01-2022,12:26:16,[IP]
,,,,,,,
645,8997,TCP,51,40,15-01-2022,12:26:16,[IP]
,,,,,,,
645,8998,TCP,51,738,15-01-2022,12:26:16,[IP]
,,,,,,,
645,8999,TCP,128,40,15-01-2022,12:26:16,[IP]
,,,,,,,
645,9000,TCP,52,40,15-01-2022,12:26:16,[IP]
,,,,,,,
645,9001,TCP,52,91,15-01-2022,12:26:16,[IP]
,,,,,,,
645,9002,TCP,128,40,15-01-2022,12:26:16,[IP]
,,,,,,,
645,9003,TCP,128,122,15-01-2022,12:26:16,[IP]
,,,,,,,
645,9004,TCP,128,79,15-01-2022,12:26:16,[IP]
,,,,,,,
645,9005,TCP,128,830,15-01-2022,12:26:16,[IP]
,,,,,,,
645,9006,TCP,128,128,15-01-2022,12:26:16,[IP]
,,,,,,,
645,9007,UDP,128,1278,15-01-2022,12:26:16,[IP]
,,,,,,,
645,9008,UDP,128,105,15-01-2022,12:26:16,[IP]
,,,,,,,
645,9009,TCP,51,40,15-01-2022,12:26:16,[IP]
,,,,,,,
645,9010,TCP,237,40,15-01-2022,12:26:16,[IP]
,,,,,,,
645,9011,TCP,237,40,15-01-2022,12:26:16,[IP]
,,,,,,,
645,9012,TCP,237,79,15-01-2022,12:26:16,[IP]
,,,,,,,
645,9013,TCP,128,40,15-01-2022,12:26:16,[IP]
,,,,,,,
645,9014,TCP,237,40,15-01-2022,12:26:16,[IP]
,,,,,,,
645,9015,TCP,51,299,15-01-2022,12:26:16,[IP]
,,,,,,,
645,9016,TCP,51,1410,15-01-2022,12:26:16,[IP]
,,,,,,,
645,9017,TCP,51,1410,15-01-2022,12:26:16,[IP]
,,,,,,,
645,9018,TCP,51,1410,15-01-2022,12:26:16,[IP]
,,,,,,,
645,9019,TCP,128,40,15-01-2022,12:26:16,[IP]
,,,,,,,
645,9020,TCP,51,1410,15-01-2022,12:26:16,[IP]
,,,,,,,
645,9021,TCP,51,1410,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9022,TCP,51,1410,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9023,TCP,51,1410,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9024,TCP,51,1410,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9025,TCP,51,1410,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9026,TCP,128,40,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9027,TCP,51,1410,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9028,TCP,51,1410,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9029,TCP,128,40,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9030,TCP,51,1383,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9031,TCP,51,1410,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9032,TCP,51,1410,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9033,TCP,51,1410,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9034,TCP,51,1410,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9035,TCP,51,1410,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9036,TCP,51,1410,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9037,TCP,51,1410,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9038,TCP,51,1410,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9039,TCP,128,40,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9040,TCP,51,1410,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9041,TCP,128,40,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9042,TCP,51,1410,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9043,TCP,51,1410,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9044,TCP,51,1410,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9045,TCP,128,40,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9046,TCP,128,697,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9047,TCP,128,52,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9048,TCP,128,52,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9049,TCP,128,52,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9050,TCP,128,52,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9051,UDP,128,73,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9052,UDP,128,249,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9053,UDP,51,1278,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9054,UDP,51,650,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9055,TCP,51,1410,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9056,UDP,128,107,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9057,UDP,128,61,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9058,UDP,128,1274,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9059,UDP,128,1037,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9060,TCP,51,1410,15-01-2022,12:26:17,[IP]
,,,,,,,
645,9061,TCP,128,40,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9062,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9063,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9064,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9065,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9066,TCP,128,40,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9067,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9068,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9069,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9070,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9071,TCP,128,40,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9072,UDP,64,89,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9073,UDP,128,1278,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9074,UDP,128,105,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9075,UDP,128,847,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9076,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9077,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9078,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9079,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9080,TCP,128,40,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9081,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9082,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9083,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9084,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9085,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9086,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9087,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9088,TCP,128,40,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9089,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9090,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9091,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9092,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9093,TCP,128,40,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9094,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9095,TCP,128,40,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9096,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9097,TCP,51,1410,15-01-2022,12:26:18,[IP]
,,,,,,,
645,9098,TCP,51,1410,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9099,TCP,51,1410,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9100,TCP,128,40,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9101,TCP,51,1410,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9102,TCP,51,1410,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9103,TCP,128,40,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9104,TCP,51,1410,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9105,TCP,51,1410,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9106,TCP,51,1410,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9107,TCP,128,40,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9108,TCP,51,52,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9109,TCP,128,40,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9110,TCP,128,557,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9111,UDP,52,55,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9112,TCP,52,52,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9113,TCP,128,40,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9114,TCP,128,557,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9115,TCP,51,52,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9116,TCP,128,40,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9117,TCP,128,557,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9118,TCP,52,40,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9119,TCP,52,52,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9120,TCP,51,1410,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9121,TCP,51,1410,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9122,TCP,128,40,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9123,TCP,128,40,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9124,TCP,128,557,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9125,TCP,51,1410,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9126,TCP,128,40,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9127,TCP,51,1410,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9128,TCP,51,1410,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9129,TCP,51,1410,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9130,TCP,51,1410,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9131,TCP,128,40,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9132,TCP,51,1410,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9133,UDP,50,53,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9134,UDP,50,57,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9135,TCP,51,1410,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9136,TCP,128,40,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9137,UDP,128,62,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9138,TCP,51,1410,15-01-2022,12:26:19,[IP]
,,,,,,,
645,9139,TCP,51,1410,15-01-2022,12:26:20,[IP]
,,,,,,,
645,9140,TCP,51,1410,15-01-2022,12:26:20,[IP]
,,,,,,,
645,9141,TCP,128,40,15-01-2022,12:26:20,[IP]
,,,,,,,
645,9142,TCP,52,1410,15-01-2022,12:26:20,[IP]
,,,,,,,
645,9143,TCP,52,1410,15-01-2022,12:26:20,[IP]
,,,,,,,
645,9144,TCP,52,1410,15-01-2022,12:26:20,[IP]
,,,,,,,
645,9145,TCP,52,1410,15-01-2022,12:26:20,[IP]
,,,,,,,
645,9146,TCP,128,40,15-01-2022,12:26:20,[IP]
,,,,,,,
645,9147,TCP,52,1410,15-01-2022,12:26:20,[IP]
,,,,,,,
645,9148,TCP,52,1410,15-01-2022,12:26:20,[IP]
,,,,,,,
645,9149,TCP,52,1318,15-01-2022,12:26:20,[IP]
,,,,,,,
645,9150,TCP,128,40,15-01-2022,12:26:20,[IP]
,,,,,,,
645,9151,TCP,128,685,15-01-2022,12:26:20,[IP]
,,,,,,,
645,9152,UDP,128,61,15-01-2022,12:26:20,[IP]
,,,,,,,
645,9153,TCP,51,1410,15-01-2022,12:26:20,[IP]
,,,,,,,
645,9154,TCP,128,40,15-01-2022,12:26:20,[IP]
,,,,,,,
645,9155,TCP,51,1410,15-01-2022,12:26:20,[IP]
,,,,,,,
